,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory(in GB),Gpu,OpSys,Weight,Price
635,Asus,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.2kg,60153.12
636,Dell,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 10,1.65kg,45234.72
637,Acer,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,4GB,128 SSD,Intel HD Graphics 520,Windows 10,1.6kg,34898.4
638,Asus,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1000 HDD,Nvidia GeForce 920MX,Windows 10,2.8kg,25059.7152
639,Samsung,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.31kg,85194.72
640,Acer,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1000 HDD,Intel HD Graphics 505,Linux,2.1kg,15877.44
641,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256 SSD,AMD Radeon R7 M445,Windows 10,2.3kg,62938.0656
642,Samsung,2 in 1 Convertible,15,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256 SSD,AMD Radeon 540,Windows 10,1.71kg,95850.72
643,Toshiba,Notebook,14,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,4GB,128 SSD,Intel HD Graphics 520,Windows 10,1.75kg,54345.6
644,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.62kg,58554.72
645,HP,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4GB,256 SSD,Intel HD Graphics 520,Windows 10,1.26kg,66280.32
646,Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,2000 HDD,Nvidia GeForce 940MX,Windows 10,2.3kg,44701.92
647,Lenovo,Notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16GB,512 SSD,Nvidia Quadro M2000M,Windows 7,2.5kg,126273.6
648,Acer,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,128 SSD,Intel HD Graphics 620,Windows 10,1.8kg,33886.08
649,Razer,Gaming,14,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512 SSD,Nvidia GeForce GTX 1060,Windows 10,1.95kg,154458.72
650,Asus,Notebook,15.6,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8GB,128 SSD,Intel HD Graphics 505,Windows 10,2kg,31003.632
651,Toshiba,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16GB,512 SSD,Nvidia GeForce 930M,Windows 10,1.47kg,93985.92
652,Lenovo,Notebook,15.6,1366x768,Intel Celeron Quad Core N3710 1.6GHz,8GB,1000 HDD,Intel HD Graphics 405,No OS,2.2kg,17529.12
653,Lenovo,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512 SSD,Intel HD Graphics 620,Windows 10,1.7kg,122490.72
654,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4GB,1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.4kg,53226.72
655,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256 SSD,Nvidia GeForce GTX 1050,Windows 10,2.62kg,52480.8
656,Vero,Notebook,14,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.22kg,10810.512
657,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512 SSD,Intel HD Graphics 620,Windows 10,1.37kg,104961.6
658,Lenovo,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,AMD Radeon R7 M460,Windows 10,2.08kg,51095.52
659,Apple,Ultrabook,12,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8GB,512 Flash Storage,Intel HD Graphics 5300,Mac OS X,0.920kg,62071.2
660,Lenovo,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.42kg,124142.4
661,Asus,Notebook,14,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.63kg,15930.72
662,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128 SSD,Intel HD Graphics 620,Windows 10,1.95kg,43156.8
663,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.38kg,71874.72
664,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8GB,256 SSD,AMD Radeon R5 M420X,Windows 10,2kg,39373.92
665,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256 SSD,Nvidia Quadro M2200,Windows 10,3.14kg,110017.872
666,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,2.37kg,58554.72
667,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.29kg,79866.72
668,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5GHz,8GB,256 SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg,93186.72
669,Dell,Netbook,11.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,128 SSD,Intel HD Graphics 505,Windows 10,1.63kg,39640.32
670,HP,Netbook,12.5,1366x768,Intel Core i5 7300U 2.6GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.26kg,74005.92
671,Toshiba,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 10,2.1kg,41558.4
672,HP,Notebook,15.6,1366x768,AMD A12-Series 9700P 2.5GHz,8GB,2000 HDD,AMD Radeon R7 Graphics,Windows 10,2.04kg,33513.12
673,Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512 SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62kg,89457.12
674,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1000 HDD,Nvidia GeForce 920M,Windows 10,2.4kg,32447.52
675,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,1000 HDD,AMD Radeon RX 580,Windows 10,3.74kg,93186.72
676,Samsung,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,0.81kg,79866.72
677,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1000 HDD,Nvidia GeForce GT 940MX,Windows 10,1.98kg,51202.08
678,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,AMD Radeon R5 M420,Windows 10,2.18kg,42081.0768
679,Lenovo,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.32kg,99047.52
680,Razer,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16GB,512 SSD,Intel HD Graphics 620,Windows 10,1.29kg,95850.72
681,HP,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16 Flash Storage,Intel HD Graphics 400,Chrome OS,1.23kg,20512.8
682,Dell,Notebook,14,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 10,1.76kg,40226.4
683,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 10,2.1kg,26101.872
684,Toshiba,Ultrabook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,128 SSD,Intel HD Graphics 620,Windows 10,1.25kg,58075.2
685,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512 SSD,Intel HD Graphics 620,Windows 10,1.13kg,133146.72
686,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256 SSD,Nvidia GeForce GTX 1050,Windows 10,2.4kg,63882.72
687,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 Flash Storage,Intel HD Graphics 620,Windows 10,1.13kg,99900
688,Toshiba,Notebook,14,1366x768,Intel Pentium Dual Core 4405U 2.1GHz,4GB,128 SSD,Intel HD Graphics 510,Windows 10,1.75kg,26586.72
689,Asus,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.1kg,72354.24
690,Dell,Notebook,14,1366x768,Intel Core i3 6006U 2GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 10,1.76kg,31168.8
691,Acer,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32 Flash Storage,Intel HD Graphics 400,Chrome OS,1.35kg,18914.4
692,Acer,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,128 SSD,Intel HD Graphics 620,Windows 10,1.5kg,32980.32
693,Razer,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32GB,512 SSD,Nvidia GeForce GTX 1080,Windows 10,3.49kg,292986.72
694,Lenovo,Ultrabook,14,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,512 SSD,Intel HD Graphics 520,Windows 10,1.1kg,111834.72
695,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1000 HDD,Nvidia GeForce 920,Linux,2.1kg,27652.32
696,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.7kg,63190.08
697,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.32kg,87912
698,Toshiba,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500 HDD,Intel HD Graphics 620,Windows 10,2.0kg,35644.32
699,Lenovo,Notebook,14,1366x768,Intel Celeron Quad Core N3160 1.6GHz,4GB,16 Flash Storage,Intel HD Graphics 400,Chrome OS,1.5kg,17316
700,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128 HDD,Intel HD Graphics 620,Windows 10,2.3kg,31435.2
701,HP,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8GB,1000 HDD,Nvidia GeForce 930MX,Windows 10,2.63kg,48484.8
702,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128 SSD,Intel HD Graphics 620,Windows 10,2.18kg,38041.3872
703,HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512 SSD,Intel HD Graphics 520,Windows 7,1.54kg,99633.6
704,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,256 SSD,AMD Radeon R5 M420,Windows 10,2.18kg,39373.92
705,HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32 Flash Storage,Intel HD Graphics 500,Chrome OS,1.4kg,32767.2
706,Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,512 SSD,Nvidia GeForce 940M,Windows 10,1.45kg,54665.28
707,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.28kg,121318.56
708,HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512 SSD,Intel HD Graphics 520,Windows 10,1.54kg,78215.04
709,HP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128 SSD,Intel HD Graphics 400,No OS,1.86kg,15930.72
710,Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1000 HDD,AMD Radeon R7 M445,Linux,2.83kg,46087.2
711,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256 SSD,Nvidia GeForce GT 940MX,Windows 10,1.96kg,101391.84
712,Asus,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256 SSD,Nvidia GeForce GTX 930MX,Windows 10,2.3kg,41931.36
713,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128 SSD,Intel HD Graphics 620,Windows 10,1.9kg,50349.6
714,Asus,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1000 HDD,Intel HD Graphics 505,Windows 10,2kg,23922.72
715,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.28kg,136343.52
716,Dell,Notebook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1000 HDD,Intel HD Graphics 520,Windows 10,1.62kg,34578.72
717,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4GB,1000 HDD,Intel HD Graphics 520,No OS,2.2kg,24988.32
718,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1000 HDD,Intel HD Graphics 620,Windows 10,2.3kg,45323.1648
719,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256 SSD,AMD Radeon R7 M465,Windows 10,1.84kg,71874.72
720,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128 SSD,Intel HD Graphics 620,Windows 10,1.05kg,68464.8
721,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1000 HDD,Nvidia GeForce GTX 1050,No OS,2.5kg,54185.76
722,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7660U 2.5GHz,16GB,512 SSD,Intel Iris Plus Graphics 640,Windows 10,1.29kg,119347.2
723,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 10,2.07kg,48484.8
724,Toshiba,Ultrabook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.2kg,58341.6
725,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.37kg,103896
726,Acer,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.56kg,48058.56
727,Dell,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1000 HDD,Nvidia Quadro M620,Windows 10,2.23kg,94731.84
728,Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500 HDD,Intel HD Graphics 620,Windows 10,2.38kg,56210.4
729,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1000 HDD,AMD Radeon R5 M430,No OS,2.2kg,25521.12
730,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,2.0kg,73952.64
731,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,180 SSD,Intel HD Graphics 620,Windows 10,1.44kg,39160.8
732,Samsung,Ultrabook,15,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256 SSD,Nvidia GeForce 940MX,Windows 10,1.23kg,98514.72
733,Dell,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.6kg,90043.2
734,Asus,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1000 HDD,Intel HD Graphics 505,Linux,2kg,21258.1872
735,Xiaomi,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Nvidia GeForce 940MX,Windows 10,1.28kg,49816.8
736,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256 SSD,Intel HD Graphics 620,Windows 10,2.04kg,44701.92
737,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256 SSD,Intel HD Graphics 620,Windows 10,1.28kg,90576
738,HP,2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,4GB,500 HDD,Intel HD Graphics 620,Windows 10,2.3kg,36486.144
739,Asus,Notebook,14.1,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.65kg,18541.44
740,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,1000 HDD,Nvidia GeForce 940MX,Windows 10,2.2kg,35644.32
741,Dell,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,500 HDD,Intel HD Graphics,Windows 10,2.2kg,19660.32
742,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256 SSD,Intel HD Graphics 620,Windows 10,1.28kg,95850.72
743,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1000 HDD,AMD Radeon R5 M420X,Linux,2.18kg,24279.696
744,Acer,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32 Flash Storage,Intel HD Graphics 400,Chrome OS,1.25kg,15824.16
745,Lenovo,Notebook,17.3,1600x900,AMD A4-Series 7210 2.2GHz,4GB,500 HDD,AMD Radeon R3,Windows 10,2.8kg,20193.12
746,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128 SSD,Intel HD Graphics 620,Windows 10,1.95kg,67399.2
747,HP,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16GB,256 SSD,Intel HD Graphics 620,Windows 10,1.42kg,74538.72
748,Samsung,Ultrabook,15,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.17kg,90522.72
749,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.32kg,95850.72
750,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.05kg,78588
751,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1000 HDD,Nvidia GeForce GTX 1050Ti,Linux,2.62kg,49497.12
752,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1000 HDD,Nvidia GeForce 930MX,Windows 10,2.04kg,47952
753,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1000 HDD,AMD Radeon R5 M420X,Windows 10,2.18kg,32713.92
754,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,500 HDD,Intel HD Graphics 620,Windows 10,1.9kg,49816.8
755,Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,8GB,512 SSD,Intel HD Graphics 615,Windows 10,1.24kg,107257.968
756,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,16GB,256 SSD,Intel HD Graphics 615,Windows 10,1.22kg,87858.72
757,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256 Flash Storage,Intel HD Graphics 620,Windows 10,1.13kg,109170.72
758,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,512 SSD,Intel HD Graphics 620,Windows 10,1.95kg,104588.1072
759,LG,Ultrabook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512 SSD,Intel HD Graphics 620,Windows 10,1.08kg,111834.72
760,HP,Netbook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512 SSD,Intel HD Graphics 620,Windows 10,1.26kg,79014.24
761,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core 3205U 1.5GHz,4GB,16 Flash Storage,Intel HD Graphics,Chrome OS,2.20kg,19127.52
762,LG,Ultrabook,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512 SSD,Intel HD Graphics 620,Windows 10,0.98kg,101178.72
763,Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.6kg,64202.4
764,HP,Ultrabook,12.5,4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8GB,240 SSD,Intel HD Graphics 515,Windows 10,1.09kg,165168
765,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6GB,256 SSD,Nvidia GeForce 940MX,Windows 10,2.2kg,42037.92
766,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256 SSD,Nvidia GeForce 930MX,Windows 10,2.04kg,54291.7872
767,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,1000 HDD,Intel HD Graphics 620,Windows 10,2.4kg,26586.72
768,Lenovo,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128 SSD,Intel HD Graphics 620,Windows 10,1.44kg,46939.68
769,HP,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.49kg,51148.8
770,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1000 HDD,AMD Radeon R5 M420,Windows 10,2.18kg,36496.2672
771,HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256 SSD,AMD Radeon R7 M365X,Windows 10,1.84kg,69103.6272
772,HP,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.39kg,61218.72
773,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16GB,256 SSD,Nvidia GeForce 930M,Windows 10,2.4kg,105228
774,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,512 SSD,Intel HD Graphics 620,Windows 10,1.37kg,97236
775,Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 10,1.95kg,38889.072
776,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.36kg,87912
777,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,2.31kg,62071.2
778,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1000 HDD,Intel HD Graphics 620,Windows 10,2.18kg,37725.4368
779,HP,Notebook,14,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 10,1.95kg,61218.72
780,Lenovo,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1000 HDD,Intel HD Graphics 505,Windows 10,2.2kg,16463.52
781,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 10,1.26kg,84129.12
782,HP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,1000 HDD,Intel HD Graphics 400,No OS,1.86kg,15392.592
783,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6560U 2.2GHz,16GB,1000 SSD,Intel Iris Graphics 540,Windows 10,1.3kg,95850.72
784,Toshiba,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128 SSD,Intel HD Graphics 520,Windows 10,1.47kg,58874.4
785,HP,Netbook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.26kg,88924.32
786,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1000 HDD,Intel HD Graphics 520,Windows 10,2.18kg,29762.208
787,Dell,Ultrabook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.36kg,87325.92
788,Asus,Notebook,17.3,1600x900,Intel Pentium Quad Core N3710 1.6GHz,4GB,1000 HDD,Nvidia GeForce 920MX,Windows 10,2.8kg,28238.4
789,Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500 HDD,Intel HD Graphics 620,Windows 10,2.23kg,32980.32
790,Toshiba,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,2.2kg,59620.32
791,Lenovo,2 in 1 Convertible,11.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core M m7-6Y75 1.2GHz,8GB,256 SSD,Intel HD Graphics 515,Windows 10,1.1kg,69210.72
792,Dell,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics,Windows 10,1.36kg,78438.816
